"","Series.Code","year","Australia","Argentina","Austria","Belgium","Brazil","Canada","China","Colombia","Ecuador","Egypt, Arab Rep.","Finland","France","Germany","Hungary","Indonesia","India","Iran, Islamic Rep.","Italy","Japan","Malaysia","Mexico","Morocco","Pakistan","Philippines","Poland","Portugal","Romania","Russian Federation","Serbia","Slovenia","Slovak Republic","South Africa","Korea, Rep.","Spain","Turkiye","Sweden","Thailand","United Kingdom","United States","Ukraine","Uzbekistan"
"17","IC.IMP.CSBC.CD",2016,0.49375,1,0.1,0.1,0.716304325,0.22890625,0.65875,0.50875,0.2875,0.515250025,0.1,0.1,0.1,0.1,0.386940025,0.53052985,0.59528845,0.1,0.324406225,0.3055,0.4375,0.271083325,0.33067855,0.617125,0.1,0.1,0.1,0.5125,0.139,0.1,0.1,0.600625,0.335979175,0.1,0.299903875,0.1,0.274409125,0.1,0.23125,0.175,0.308421025
"18","SL.SRV.EMPL.ZS",2016,0.956901320691156,0.938249431613953,0.813299707711298,0.947303757430696,0.793199231503535,0.970120697173141,0.3317907270928,0.713521136684592,0.529718294973112,0.429939585788356,0.883742489670959,0.936800844483392,0.835392284809439,0.71243452363911,0.38539231934895,0.1,0.452032162886495,0.81148887017956,0.844084498383051,0.651227330854828,0.651408456055417,0.300824949378506,0.162112680629173,0.553440653481425,0.593822938334613,0.786136730261071,0.39553318913215,0.744124663997709,0.575533161500541,0.663179038169767,0.642173005038086,0.831589484545372,0.809134795204105,0.923400342800818,0.516861168892302,0.991307786426386,0.361851086041224,1,0.970845059817445,0.633299804421932,0.440985874337427
"19","SL.AGR.EMPL.ZS",2016,0.150438888854083,0.1,0.185482777417522,0.122687372789264,0.302768400491901,0.129372045969816,0.658474002280593,0.421674538982637,0.643078994745629,0.615327459362626,0.175759617305727,0.155300468909981,0.123902766595852,0.19945982068192,0.741931101620845,1,0.461579993113336,0.175962187769704,0.168264684002223,0.32768398801559,0.362727886238119,0.825793341889054,0.953612406931134,0.642268712889721,0.311681288406879,0.237339628127398,0.565293713851269,0.233490876243657,0.47434166188933,0.199054689413058,0.15590817064282,0.210195813795418,0.197434164337607,0.182849419340369,0.492370008183263,0.135651585466733,0.728561760089286,0.120256582761315,0.1263335566238,0.413369343141407,0.652802145198331
"20","SL.EMP.MPYR.ZS",2016,0.634807705113964,0.420192315703783,0.492884637665785,0.45826924429032,0.477307687951211,0.497211536047247,0.273942308609388,0.432307688942532,0.38471153852555,1,0.449615406262642,0.466057677882852,0.482499990767817,0.526634626606106,0.403750002818818,0.257500006040612,0.410673073240961,0.659903856026607,0.273942308609388,0.395961548593908,0.481634627597427,0.317211540012531,0.214230774637469,0.385576922328318,0.440961547602587,0.511923081326676,0.189134613408638,0.209903845307441,0.389038457539389,0.416730780492713,0.376057700497873,0.577692332866536,0.615769220188318,0.528365394211641,0.492884637665785,0.414134629084408,0.34403845853071,0.309423085787622,0.301634610930334,0.19951922935804,0.1
"21","SL.IND.EMPL.ZS",2016,0.194191519754582,0.35996852625334,0.486185177096966,0.283673445555825,0.266247974876893,0.208791180164689,0.638775428320022,0.196546271817231,0.159811546774853,0.483359456656177,0.326059611479782,0.235164780544124,0.57189944570115,0.716012535601843,0.305337451981925,0.447566668370073,0.783830365148959,0.512558867304432,0.445682884685559,0.577080008032624,0.4951333966255,0.330298237054981,0.393406562476794,0.1,0.763579263857274,0.436263696778886,0.689638845394377,0.554945033228389,0.432967007959962,0.844583848680087,1,0.381161654129336,0.469230764624205,0.205965459723905,0.543642061637201,0.139560445483168,0.397645188051993,0.152276232380729,0.213971742496164,0.424489756809563,0.368445777403738
"22","SL.IND.EMPL.MA.ZS",2016,0.336082119331989,0.457985079693724,0.618507559434907,0.445895506613875,0.303507514597981,0.357238808168974,0.418694031236963,0.156753750893717,0.165485102112191,0.382761204641577,0.51708963072733,0.374701510605926,0.67324627472739,0.697089528242923,0.206455229473265,0.247425420887092,0.47309704604354,0.551343378418407,0.454626921885106,0.434141826178191,0.393843291947187,0.207462715247503,0.233320940311518,0.1,0.808582186587382,0.477798518217813,0.587276205013794,0.613134301972298,0.389477648364327,0.874067160594062,1,0.432798511812537,0.488544776932015,0.326007517800617,0.420709002785441,0.31425377331218,0.240708977164342,0.295447756509577,0.336753776514816,0.487873119749188,0.350858257090393
"23","SL.IND.EMPL.FE.ZS",2016,0.179495282659014,0.225867523355682,0.372555193587737,0.192271307005889,0.315299716347074,0.208359642317979,1,0.435962140934661,0.307255548691026,0.1,0.222555234953738,0.244794950118997,0.458675098177187,0.712302842438335,0.56277603562851,0.64511040973875,0.996687711598052,0.418454259896957,0.478075721891221,0.751577286817125,0.619558406171548,0.400473181908536,0.470977948136613,0.276498423792459,0.601577283056578,0.522555197348284,0.800315489704115,0.56277603562851,0.576971583137721,0.711356448536895,0.806940066508002,0.369242905185794,0.435962140934661,0.20504730878949,0.56182964172707,0.135015784638678,0.776656183686699,0.165772886973974,0.217823355699637,0.471451099960786,0.451577279296035
"24","SL.AGR.EMPL.MA.ZS",2016,0.170897157395923,0.1,0.19912472266794,0.1326039378753,0.40328228216967,0.142231945342485,0.762800870188402,0.585120367088563,0.731728658224558,0.581838057964204,0.21663019742996,0.183369803729381,0.132385119701627,0.246608313308402,0.816192525432862,1,0.471553614960214,0.202407000490078,0.180087525907243,0.405689276863039,0.507002211265675,0.744420122731688,0.842013101228546,0.820787774901482,0.348577686580949,0.291247272908146,0.609409179149274,0.277899338228884,0.54485778139636,0.221881844032196,0.185339172509479,0.245951864004418,0.203282273184772,0.226039384114954,0.432166301962707,0.15470459689298,0.828227603240451,0.129978117182701,0.139387309084731,0.486433271638154,0.720568915716102
"25","SL.AGR.EMPL.FE.ZS",2016,0.120284114147173,0.1,0.147944272135949,0.108851250095696,0.157778993869146,0.111801666908752,0.397131557461976,0.18875836894075,0.392460051229494,0.571574927719759,0.125324408925525,0.119546510676653,0.110572326325731,0.134544461099954,0.469293819349739,0.802199192371028,0.369717251176341,0.130610572992871,0.13712607617775,0.18347220780438,0.144502119675879,0.785726030610223,1,0.311569461090413,0.215066255365727,0.158516597339666,0.37770798181909,0.161344080240969,0.298415523739875,0.150771752106277,0.11708782951061,0.147329602577182,0.160975275574733,0.125939081415267,0.451099588686338,0.111924600820505,0.449009709255555,0.107376041689167,0.109097117919202,0.261535315042158,0.41667806994759
"26","SL.SRV.EMPL.FE.ZS",2016,0.981623362092331,0.989223542879362,0.909818451977457,0.989110169347387,0.914469363128873,0.98253086961622,0.529581540481136,0.856957393608851,0.699848766776161,0.584257613897518,0.966763294203559,0.966649834126903,0.923657638810367,0.840736064434246,0.567809407841941,0.240773891671856,0.555558359175836,0.914809656814161,0.89450463032674,0.786173451094521,0.853781203819924,0.314620628806967,0.1,0.781862833628394,0.793093044510975,0.864217280710594,0.595260904626789,0.851852815240173,0.721968721766677,0.825989370077449,0.834270224779736,0.91117971326329,0.882593918618263,0.97039323775443,0.584711367659463,1,0.535253332688415,0.996937183743049,0.982871163301508,0.781295706334474,0.642903967822399
"27","SL.SRV.EMPL.MA.ZS",2016,0.927934286921322,0.918544580712679,0.699999970151043,0.892018647241231,0.701173661040404,0.943661941841892,0.235211303760711,0.608920142295954,0.445305107097068,0.454225319040591,0.752112579923073,0.887323883683784,0.733333257052663,0.594131386358748,0.326056339709802,0.1,0.509389686309338,0.743427159885546,0.835211184364878,0.607276957141473,0.52676052638439,0.402582113986805,0.279577482025454,0.395774671009757,0.407042264732003,0.699530475885923,0.281690161445056,0.619248747487962,0.48943658300269,0.496948312150854,0.448122072687785,0.779577412377886,0.786384944901807,0.875586795696417,0.588497634271063,0.960328585292701,0.289201890593222,1,0.961032781916944,0.483098544743888,0.327699524864283
"28","SL.EMP.TOTL.SP.FE.ZS",2016,0.90485633001749,0.670973944323779,0.847893383781296,0.686003511294112,0.697112340242983,0.93431805886235,1,0.821194902779428,0.835216259623842,0.192660535902252,0.80019085752266,0.728851800653046,0.862101483134199,0.712963374830745,0.775322054264138,0.238533348806841,0.1,0.520491674554765,0.773604407781602,0.769608958512466,0.637292846130955,0.254701817170474,0.268573822740937,0.734415545130765,0.707530321620408,0.748996987057845,0.650361972869158,0.844308668320876,0.572805715184913,0.749109018318658,0.737533475541364,0.492206238337743,0.807416268463207,0.640392116534985,0.387858128397384,0.921006138374553,0.97740899952808,0.884804514866933,0.855977582352413,0.72500570265786,0.702508073440184
"29","SL.EMP.TOTL.SP.MA.ZS",2016,0.669798040026013,0.653745731477792,0.551868815977492,0.304941826513011,0.639750861380261,0.620540217907253,0.84608339868013,0.929300340008021,0.976385107439957,0.595447515522041,0.385406084528561,0.314648505886739,0.584581910492597,0.51028941517024,1,0.800099748785839,0.516866718944103,0.270924899185812,0.71155141784634,0.908814823047841,0.898325799774149,0.60529921258392,0.952973151217907,0.862222585203111,0.503480215733463,0.394301460677401,0.464218776769414,0.69106590088616,0.268751733967213,0.384276007665994,0.541205926222498,0.1,0.803431839660154,0.266317824292553,0.639229151404583,0.550999594102762,0.953958210392322,0.63143489279339,0.613991873458312,0.387086609628179,0.740294763679998
"30","SL.EMP.TOTL.SP.ZS",2016,0.805270932253175,0.601119022826404,0.698233175061585,0.445583049983093,0.619876303158359,0.803621940575643,0.974558349929961,0.861278013481741,0.905123668759359,0.208127237455926,0.577797472819156,0.482656044823818,0.726648963595252,0.560512378108848,0.872791524991548,0.374057698982636,0.1,0.291342793692944,0.716166071883904,0.832979945879823,0.693669017715427,0.247408735387383,0.468551212536829,0.768786766729457,0.5576560729061,0.534776201051175,0.492697258382841,0.749734959409868,0.334894034312056,0.537485242760106,0.601413437484906,0.187603019856421,0.797232097825196,0.38910486036927,0.368580642769768,0.758922246897189,1,0.768374518810075,0.737014134374849,0.506978784396585,0.67797405421678
"31","SL.EMP.1524.SP.FE.ZS",2016,1,0.383212232525193,0.831384137564542,0.358099205265943,0.554763405971507,0.965428850231568,0.739669272126277,0.590536129725463,0.507283848371912,0.193465692970963,0.734262189191406,0.436905662873044,0.754706168414472,0.41383531138919,0.522492435504253,0.141694797370172,0.1,0.225530693358028,0.727378840016553,0.513583566542243,0.480145334065942,0.198598165502466,0.295771598210539,0.461280557012302,0.399639516890863,0.373273447681365,0.282090745282903,0.451667899647217,0.238765228667932,0.436184685741292,0.302569101963321,0.15307547099663,0.491011033381275,0.286485101064631,0.388928319691001,0.793843364808776,0.549819796642607,0.868083743049568,0.752234396490458,0.421817233139258,0.43781542135631
"32","SL.EMP.1524.SP.ZS",2016,1,0.45357698998512,0.857021880262707,0.306370188716375,0.635510094639536,0.942863345952557,0.769173287827448,0.723222351132164,0.645214775467666,0.254105314477217,0.677017996100763,0.409029109222903,0.755103478018194,0.412458842802639,0.623116235662698,0.293664481713723,0.231539076971555,0.185139881969797,0.691087805910019,0.586772448303322,0.660551230929327,0.296080876470125,0.584745770656654,0.580283184521335,0.417934767761291,0.327864620539989,0.296314743904978,0.462658049099647,0.254670432163091,0.419708138578886,0.353880142526648,0.1,0.363078135358604,0.220782104193624,0.532695324458131,0.748380346801353,0.641804518451164,0.853202392404223,0.739474725431978,0.396148001644109,0.561945702885152
"33","SL.EMP.1524.SP.MA.ZS",2016,1,0.574360166123485,0.896002051759575,0.292709482174121,0.755876308461428,0.920477091635228,0.81478758357955,0.897965022721599,0.831285270703033,0.374529546931122,0.6319766818144,0.416671683947592,0.771204466073385,0.449729673152399,0.765002239409716,0.499243566344063,0.444258312812786,0.191029561978539,0.669545417530417,0.698092660224011,0.900846904038196,0.457205827422058,0.941255777765582,0.74624913919923,0.478172517751525,0.321590830635124,0.35698771953739,0.511272250261559,0.320713743248578,0.438369280432515,0.456182558804421,0.1,0.26134301295317,0.196396524223686,0.734032530745413,0.712627296722672,0.774232528621073,0.845611031349965,0.742009883497587,0.406334559845347,0.735494343056326
"34","EG.EGY.PRIM.PP.KD",2016,0.375762195121951,0.220731707317073,0.161737804878049,0.318140243902439,0.305792682926829,0.726981707317073,0.673475609756097,0.106859756097561,0.186432926829268,0.252286585365854,0.514329268292683,0.241310975609756,0.169969512195122,0.282469512195122,0.190548780487805,0.375762195121951,1,0.102743902439024,0.238567073170732,0.396341463414634,0.193292682926829,0.196036585365854,0.394969512195122,0.154878048780488,0.276981707317073,0.134298780487805,0.119207317073171,0.849085365853659,0.521189024390244,0.294817073170732,0.349695121951219,0.838109756097561,0.548628048780488,0.135670731707317,0.126067073170732,0.296189024390244,0.441615853658537,0.1,0.403201219512195,0.821646341463415,0.825762195121951
"35","TX.VAL.MRCH.XD.WD",2016,0.314188364796084,0.214648150571429,0.221149679632923,0.204922139592114,0.356494508575219,0.1183911078978,0.973716382653218,0.243484223558248,0.362472142776465,0.535500644227278,0.1,0.133492978669419,0.242191352695427,0.387562645354273,0.215960200364471,0.708225380151076,0.255934833309648,0.180628908862723,0.110576094001466,0.182078440957311,0.220658753750293,0.318485263934054,0.221774677990813,0.130319051795999,0.729918791903776,0.224403036564176,0.691107930009496,0.273679983329923,1,0.404441914564715,0.741260257764393,0.256568856551051,0.297334051910897,0.25417598239242,0.602180815848849,0.141911825613374,0.327525651074444,0.122437913439039,0.172810540188486,0.250855192777526,0.335142620902736
"36","TX.QTY.MRCH.XD.WD",2016,0.21060553171679,0.150197191136772,0.188476408315804,0.179696886682293,0.287183773531674,0.143869417873395,1,0.306384409526851,0.296780096223954,0.283887419422829,0.1,0.109887786759379,0.191002952678636,0.368691955191966,0.149809466631711,0.614717904347926,0.152232818803313,0.12585813640291,0.199721272276252,0.188868667496147,0.232810435772518,0.236982317494777,0.213292316451615,0.222571432190802,0.550012681213264,0.196865110641837,0.477912382847592,0.244586337049215,0.735181041038937,0.342419844759923,0.629616303763748,0.175629476220042,0.557801231273465,0.206591861529898,0.537352367371295,0.13579085598735,0.273932886989277,0.147812031589198,0.19526444691232,0.158996662696521,0.165515163434418
"37","NE.EXP.GNFS.CN",2016,0.100088535267262,0.100298487017692,0.100049563063679,0.100095079092162,0.100224940195011,0.100182589412457,0.104308866964683,0.137516729296319,0.1,0.100076981055702,0.100016596021721,0.100193709437143,0.100420545661889,0.109228251623009,0.798756240549504,0.108697972807303,1,0.100141043100553,0.125795720317475,0.10024055852559,0.10219506324729,0.100093514100845,0.100838149608528,0.101185607024875,0.100269214268983,0.100016380577957,0.100088411475301,0.106527888193567,0.100642707101931,0.100003509669168,0.100016665788556,0.100389797608283,0.306202314786713,0.100105632666793,0.100173205294169,0.100550584778406,0.102882686603585,0.100163332885131,0.10065308593922,0.100341345961732,0.109292323275374
"38","NE.EXP.GNFS.ZS",2016,0.211909145089539,0.140261621335966,0.563861918595264,0.850904199520112,0.139619877641371,0.341820277226366,0.215224524116343,0.163524401048934,0.214379127237842,0.117088203744153,0.376956777356885,0.328489217878978,0.496591023927084,0.924994371862119,0.209962502226527,0.210697984880803,0.23197899603669,0.318720678340382,0.177766777177943,0.716490502206925,0.400662226176234,0.333662776694859,0.1,0.290520305314859,0.541151160948734,0.434319843384141,0.457754526883797,0.281825932950937,0.522549539905668,0.831450442343251,1,0.306273721178421,0.433489488019693,0.366887119093691,0.252392482777797,0.460669505506261,0.719629013181553,0.311525088421679,0.134020561668777,0.5308509549692,0.138200628784166
"39","NE.EXP.GNFS.CD",2016,0.189900509624051,0.123991635657659,0.179738738037695,0.248891380628611,0.186391079002888,0.290710472849791,0.986978004409663,0.112559263007023,0.103593194245709,0.109629692366782,0.129651809414282,0.398740768248799,0.743373744794084,0.140716583146193,0.167763755653161,0.27381035853625,0.134958021820787,0.318724640477243,0.421216882243482,0.177194695036932,0.257545667375484,0.109588681286653,0.106797122537217,0.130127327472444,0.191418092373096,0.129324485039593,0.127536856747008,0.229433539813821,0.10369457859583,0.109769673581367,0.129757806382607,0.132607434903151,0.339600803621108,0.264925459145789,0.177029027783266,0.184882531834382,0.208018821943222,0.409053219465749,1,0.11434163644739,0.1
"40","NE.CON.TOTL.KD.ZG",2016,0.578463731520669,0.271227630348002,0.460331788114872,0.428156215585518,0.1,0.491779668899549,1,0.460497717301304,0.172689697079423,0.696210483938924,0.485783303363466,0.46366926364888,0.560758285364839,0.616352456583183,0.678001060322831,0.955843947523458,0.714178989079288,0.419032535167765,0.338773754103134,0.723457655857652,0.609972138764023,0.493538175299364,0.94606170215607,0.925421404617359,0.593785784971094,0.505046330511138,0.723092432480198,0.207870751291212,0.453833559369094,0.644293676666924,0.602056062547145,0.409531992309278,0.572563886467958,0.512349754253659,0.71442150179338,0.55546751696428,0.548358056310321,0.566635117934123,0.51998624467226,0.488886441088534,0.913181481172931
"41","NE.CON.TOTL.CD",2016,0.152546312081691,0.125381588782178,0.114798459681262,0.11892521988584,0.187336589024483,0.169454565270539,0.461203248165781,0.111966728457491,0.102454501386092,0.116534023364215,0.109110198746462,0.21136353547435,0.246147394651934,0.103370707399113,0.134943989327113,0.191891437615453,0.116051956565497,0.185339804027254,0.316604535444654,0.109996774112979,0.147190908319377,0.103171076934189,0.114896065985698,0.113764043083161,0.119275610098573,0.108145037166314,0.106493881434011,0.151857179309057,0.100152984016184,0.1,0.101980372265799,0.113775718823126,0.153758723977857,0.15406280573172,0.135950760225917,0.119952796031759,0.114315605279896,0.231294855684272,1,0.102751267820805,0.102148898565
