"","Series.Code","year","Australia","Argentina","Austria","Belgium","Brazil","Canada","China","Colombia","Ecuador","Egypt, Arab Rep.","Finland","France","Germany","Hungary","Indonesia","India","Iran, Islamic Rep.","Italy","Japan","Malaysia","Mexico","Morocco","Pakistan","Philippines","Poland","Portugal","Romania","Russian Federation","Serbia","Slovenia","Slovak Republic","South Africa","Korea, Rep.","Spain","Turkiye","Sweden","Thailand","United Kingdom","United States","Ukraine","Uzbekistan"
"25","EN.ATM.CO2E.PP.GD",2000,0.352315642840097,0.158987959110384,0.138140599894443,0.21360525042966,0.1,0.298233007851367,0.47803344899782,0.111711475637296,0.153147207856239,0.147593305976288,0.205993347532995,0.11942512766249,0.192095433689865,0.234704986337821,0.14350232478301,0.220163599992995,0.248772467663962,0.145104638909098,0.176322086338707,0.215711699706502,0.178480136766126,0.162626745631088,0.119091021736745,0.137682004292107,0.380023905978573,0.163424405286646,0.355466554940282,0.826344283431156,0.511990395818703,0.210617152067366,0.324988997527431,0.391375814961563,0.273368509075062,0.172753348899443,0.183613149191739,0.102382250817843,0.185116320514744,0.175711566168039,0.294357257722264,0.74996374074348,1
"39","EG.ELC.RNWX.KH",2000,0.114346811819596,0.108258164852255,0.118650855365474,0.106811819595645,0.19151632970451,0.19895800933126,0.137021772939347,0.105785381026439,0.1,0.101597978227061,0.201699066874028,0.135447122861586,0.260299377916019,0.100758164852255,0.156862363919129,0.13457231726283,0.100431570762053,0.177916018662519,0.262748833592535,0.1,0.188635303265941,0.100746500777605,0.1,0.235606531881804,0.102636080870918,0.11802099533437,0.1,0.100956454121306,0.1,0.100816485225505,0.1,0.103580870917574,0.101178071539658,0.172760497667185,0.103207620528771,0.153141524105754,0.10596034214619,0.15696734059098,1,0.1000699844479,0.1
"40","EG.ELC.FOSL.ZS",2000,0.936699076251136,0.636919812116624,0.32809343164972,0.445460580112573,0.152879760996859,0.32396708593735,0.847003031618611,0.302248697376684,0.338371157313127,0.848614954768692,0.339560609101789,0.158441500711122,0.667738049662271,0.627145980787116,0.865126304283131,0.859440058343105,0.98719368178305,0.833247296422533,0.619243434253508,0.920854017664347,0.790996321470561,0.958452789936793,0.749676175753169,0.610618678550998,1,0.729951252916544,0.64774732254859,0.693663349103511,0.683764077129784,0.414918006299529,0.367264840946711,0.950348042166962,0.645532054042201,0.599697258873414,0.779838224660253,0.1,0.951540160919254,0.774725402285359,0.747478738216889,0.526959986506229,0.897360084038234
"41","SL.SRV.EMPL.ZS",2000,0.948238359652637,1,0.783698304897095,0.926813869951012,0.74513422343417,0.959550552982156,0.159131571961781,0.699371479432673,0.539973289129052,0.529003960862995,0.81643485716353,0.880537024501384,0.781984371873907,0.712226173253649,0.32709959083723,0.1,0.469700989060662,0.767415679647389,0.77615690805977,0.535688391188727,0.639725707949231,0.28562174477606,0.306017900816713,0.494039177978178,0.549571484053027,0.594305829011196,0.185012359444286,0.652409034620829,0.478613584622419,0.592077663775169,0.644524838102395,0.764673347580875,0.737764193746222,0.75901731629847,0.460617026349525,0.934526764702421,0.239516266475809,0.944296326775774,0.955265655041831,0.527632827520915,0.363435507064128
"42","SL.AGR.EMPL.ZS",2000,0.16393692791878,0.1,0.182095626190965,0.118921667113979,0.341403855792842,0.12822990717547,0.852899242761814,0.43204475684163,0.544964381905383,0.541912488347573,0.184537129395208,0.152950148947183,0.130061038216778,0.188351981789963,0.780722242438249,1,0.462105783234497,0.169582907716717,0.167446592413005,0.369938964511818,0.355442513769741,0.783011177159113,0.746083375708667,0.656052894118461,0.374669373331909,0.283265513446176,0.77965408842452,0.3108850366348,0.507731414383167,0.236266533106991,0.195676498678943,0.241302137103868,0.251525942686012,0.191861646284188,0.506358065192654,0.134181078512064,0.834282802658227,0.113275685496979,0.114649032868429,0.494150549171443,0.686113949616341
"43","SL.EMP.MPYR.ZS",2000,0.496904196177927,0.351810733314238,0.362850454404621,0.338142522720231,0.334988295208088,0.391764014416079,0.184112146662848,0.316588768413239,0.428037355064628,1,0.327102801629847,0.327628489503622,0.364427568160693,0.366530369790541,0.218808404889542,0.151518690066001,0.311331764338621,0.493749968665784,0.264018677532314,0.25665887182785,0.328154202444771,0.214602801629847,0.141004669383079,0.351810733314238,0.304497659041617,0.428037355064628,0.15625,0.155724293325695,0.334988295208088,0.293457937951233,0.233002328424696,0.498481284866626,0.46115651833578,0.395969617675773,0.354964935759008,0.307126161078927,0.27558409903016,0.268224293325695,0.258235973050235,0.130490651833578,0.1
"44","SL.IND.EMPL.ZS",2000,0.337907325360431,0.385819201134361,0.685268464111366,0.510968290966317,0.346994033255528,0.40688391736288,0.374254235720699,0.211932070909072,0.289995370806621,0.324690188267723,0.599357506298126,0.529967871375914,0.829830098492798,0.839742971007298,0.165259323894425,0.118999541019657,0.684029335352083,0.757962363611782,0.742680090700152,0.774070643583054,0.563010517157974,0.259017860843483,0.309407994135978,0.1,0.727810860708286,0.867416137612348,0.510142283906674,0.652638782469185,0.538641536351248,1,0.983478598329088,0.570445132153909,0.6076181283537,0.71831110989343,0.585727405065539,0.451078485638846,0.230931651318669,0.484534174340665,0.45438275021705,0.457273971875495,0.333363932022941
"45","SL.IND.EMPL.MA.ZS",2000,0.490749468266985,0.524476699372353,0.849291041964893,0.663335632197231,0.389871688621783,0.576434867776688,0.241289662646551,0.151046601255293,0.297197839454298,0.310567201200816,0.78578664611212,0.662424007093638,0.941661093370579,0.814652301665034,0.140715738717698,0.109723151104903,0.463706947012154,0.730182267066167,0.723193759453838,0.598008102046375,0.462187726384968,0.168365971405224,0.230047232959911,0.1,0.810398437545277,0.906718439399823,0.4943956789086,0.651789346794245,0.528426707775763,0.950168821610094,1,0.622012182046838,0.608946676016669,0.787002068977507,0.517488191760021,0.665158650586212,0.187204562182335,0.665462564257109,0.604996609658705,0.539365281746054,0.334571223246731
"46","SL.IND.EMPL.FE.ZS",2000,0.218107452316517,0.222313089077467,0.355841103677449,0.268224283915669,0.329556057748915,0.260864469718752,0.658294402929057,0.470093444668368,0.364953260954232,0.1,0.358294363935366,0.351635500339663,0.499883176756642,0.727686908137271,0.384228967986458,0.267873808615063,1,0.579439265143455,0.615186876803054,0.872079389670738,0.634813092559048,0.533528003458926,0.4059579352766,0.316238297134345,0.519509325666309,0.649182245652274,0.572429892823983,0.641121447430979,0.533177528158321,0.85175229015986,0.752219577562771,0.383878492685853,0.528971958243698,0.365654178132283,0.487967283921333,0.261915862197407,0.466238283208027,0.278387833671108,0.30502335490025,0.439602761978884,0.417172877510695
"47","SL.AGR.EMPL.MA.ZS",2000,0.183650614107596,0.1,0.180963046749788,0.124356103208882,0.432250834992303,0.137961924972158,0.979339313922478,0.628107458374622,0.639025736808838,0.544288907350285,0.222284434923998,0.170548707219118,0.134602461770107,0.23505039589275,0.829171303584563,1,0.494904801083487,0.179955200981028,0.163829788824598,0.431410950169033,0.466349389897194,0.776595699065995,0.738129903271742,0.844792808875778,0.401175801374528,0.274020154619295,0.802295630006484,0.370772675615369,0.549496065101247,0.243617012840972,0.237066071411106,0.266965282295466,0.242609183091376,0.214389693796063,0.413437831449317,0.155263155857211,0.920716666829677,0.119988802247653,0.121668531846283,0.535890251347553,0.756606920847089
"48","SL.AGR.EMPL.FE.ZS",2000,0.138718814407739,0.1,0.174524614334609,0.111530681905628,0.214821306846015,0.117113958108213,0.655414704529289,0.177437625740795,0.394214427118498,0.575428188201306,0.144423467532492,0.131679028161331,0.122697234310799,0.1376264322366,0.664396518636558,1,0.386810531809234,0.14988536681291,0.164450441206757,0.268347940629613,0.177559004109872,0.799487518094474,0.892097106999819,0.385839528007172,0.320175311971964,0.270896828503846,0.679204309255086,0.239339181786275,0.423587321069068,0.214699928476938,0.149642615862395,0.197828728734652,0.245772084868756,0.154983142561375,0.670222541448929,0.114443694758723,0.674227911875697,0.106432906157163,0.107525286881393,0.413027657615464,0.553823347817788
"49","SL.SRV.EMPL.FE.ZS",2000,0.963379636062477,1,0.881312078333301,0.973041725315949,0.850656019827728,0.970059618103318,0.305765386295654,0.839562577356477,0.662425427127575,0.574393609469791,0.910059635546267,0.924731552068662,0.883220670632594,0.791013875575122,0.390337948665982,0.1,0.453439348206042,0.829423431034871,0.803061614196022,0.613280313004364,0.783379688391324,0.206640148918291,0.159165007553618,0.687236535474919,0.682584455503751,0.68675943290344,0.311729600720915,0.720516908392021,0.576302156265741,0.673041721524003,0.77097411146598,0.848747518535124,0.752485101351686,0.897176910546098,0.349184860031016,0.972325957700368,0.352644115318469,0.97447307853373,0.964572551752882,0.618290231279977,0.487673926266102
"50","SL.SRV.EMPL.MA.ZS",2000,0.919037603894962,1,0.675732155595126,0.87405849494772,0.679079432553615,0.916736336022494,0.1,0.599372375040406,0.484937209350477,0.593723830209448,0.667782422697074,0.817154786653402,0.669665270974061,0.632008305434334,0.35606692674057,0.164644351102695,0.550209149943709,0.758786569872201,0.78368193726313,0.536401622514268,0.586610856696986,0.402510464369315,0.408159009200274,0.364644328934535,0.42803342125078,0.520083657317304,0.146234287928316,0.575104597140014,0.437656912336142,0.528033470020732,0.501882843843354,0.724895380691823,0.76422586500273,0.676987414381576,0.61443508145092,0.834309591041332,0.210041839742733,0.878033441202124,0.917573175213459,0.446861904020644,0.312970666070314
"51","SL.EMP.TOTL.SP.FE.ZS",2000,0.727772708670805,0.588004512684325,0.66399790663675,0.552870294497045,0.605430445408272,0.794464916345829,1,0.553952556914935,0.668499455343619,0.174268029641951,0.700841738051934,0.600913220410298,0.628361807801458,0.541106614186548,0.680655282264403,0.374438830079991,0.1,0.401997211342049,0.662256880993466,0.615688364108387,0.510740680987593,0.270322409219906,0.177122700201918,0.634620058442715,0.566751470770008,0.713060270137132,0.779658420065534,0.692183638708824,0.570594256251483,0.674585206949563,0.592474708808986,0.390625647725252,0.671730566306182,0.43322584913368,0.319541655297672,0.79476294537632,0.92080684766722,0.733905489150061,0.81306722906746,0.662319586157882,0.682364895492307
"55","SL.EMP.TOTL.SP.MA.ZS",2000,0.580071178548132,0.503712572569412,0.527533103298995,0.316085238453996,0.698828597558452,0.578342807813158,0.940347586012903,0.613166456495711,0.896076243161508,0.612648055152571,0.348863849875306,0.296873183590035,0.413009698141278,0.203232408544503,0.923209356276211,0.880032611597846,0.540782773575375,0.268472745106154,0.730714345623604,0.857911443982511,0.927472377749541,0.599139074327265,1,0.740881956197758,0.216856540833904,0.586062131247029,0.534100472582488,0.412289561981265,0.331466419467043,0.351945909577532,0.214869079304709,0.1,0.678406793057362,0.347510051030705,0.64179741766249,0.442821511201812,0.906733686967482,0.537729721493878,0.674489665485729,0.21472513997459,0.660289336366435
"56","SL.EMP.TOTL.SP.ZS",2000,0.613717089761359,0.455361770671784,0.531618310979196,0.350148826934916,0.561901504965476,0.667140044383149,1,0.475363481375925,0.706097449147644,0.1773789547057,0.487736997945642,0.379819671021428,0.453856588925147,0.285474867463684,0.727629839957247,0.482175338739966,0.1,0.199294112863651,0.621345283895786,0.654613440338491,0.574836277395327,0.237945342678261,0.382651546002911,0.61078322134457,0.31698266392752,0.596572752397527,0.633463719555253,0.499498261937569,0.371630221026867,0.467327118856306,0.338055889634279,0.122603905812218,0.61103830225482,0.264656819989156,0.295526768194397,0.608180928914512,0.913436380729643,0.595679823228681,0.722910113202765,0.392524860899855,0.6087931814923
"57","SL.EMP.1524.SP.FE.ZS",2000,0.951896408934495,0.379402045720968,0.751029816448645,0.394805632232158,0.56708430003027,0.86903689787292,1,0.382388130783475,0.550571120474642,0.119825588052188,0.50411561058481,0.369432141203555,0.67076470896006,0.434375235258741,0.524838658107137,0.28645840915934,0.1,0.315421706945615,0.662916077939862,0.517822190747382,0.512355891971641,0.251816679023028,0.12547138805882,0.451753195256776,0.321785496314376,0.533927411545393,0.465590335915852,0.463452754027656,0.40601565916763,0.408039020073187,0.414141719571823,0.180052942791402,0.494537294188262,0.395507297641864,0.359445928295159,0.745857193202113,0.700592880557393,0.833970931710896,0.811534569448969,0.390530499578648,0.416426139224624
"58","SL.EMP.1524.SP.ZS",2000,0.967193420746995,0.386815589971983,0.786629228195679,0.346631018399212,0.710067474200917,0.859146844684751,1,0.454401375505097,0.683455333627547,0.209565573374346,0.44414315808626,0.307847069961087,0.659782529988209,0.402498776290112,0.586081246978352,0.483775329373201,0.25134804583523,0.263795959775689,0.591664098283427,0.556332454090602,0.71391429632626,0.427039556892433,0.540116621600808,0.536309232450025,0.237006257936137,0.561007820204365,0.421654020967705,0.432543466994617,0.399184600336434,0.36586512902593,0.309740906292837,0.1,0.309030736481873,0.38571086465409,0.481230547946098,0.684816523787631,0.723777958238171,0.851196735591871,0.821369076754997,0.267682252502481,0.479573459969258
"59","SL.EMP.1524.SP.MA.ZS",2000,0.889296790556228,0.428826750897605,0.770240891064263,0.327719490820422,0.838189555179234,0.775271949082043,0.897668969053627,0.558391592846034,0.803107975394659,0.376942496971756,0.391336458071923,0.283333325099937,0.617307694207708,0.390442879330685,0.643725732064205,0.701165453722713,0.479895083476759,0.259129745647332,0.494735796897261,0.594677529151163,0.92379556937888,0.657090139882111,1,0.630050472366416,0.199999975299812,0.583993783456407,0.391705478897148,0.416433579215483,0.417482472745812,0.34850425534858,0.234906751846092,0.1,0.143065249007547,0.40145689125396,0.636441349894975,0.579759084235549,0.707459185407524,0.801107185976616,0.767987566912813,0.18069151637425,0.564355058302327
"63","EG.EGY.PRIM.PP.KD",2000,0.215037593984962,0.127067669172932,0.110328452710724,0.19188761377127,0.133834586466165,0.327225959635932,0.382073605065295,0.102493074792244,0.11210922041947,0.11210922041947,0.229639889196676,0.150929956470123,0.138108428967155,0.183696082311041,0.188682231895528,0.224297586070439,0.273446774831816,0.1,0.165888405223585,0.190819153146023,0.12386228729719,0.124930747922438,0.201147605856747,0.163751483973091,0.208626830233478,0.112821527502968,0.194380688563514,0.42801741195093,0.297309062129007,0.181915314602295,0.309062129006727,0.354293628808864,0.255639097744361,0.12386228729719,0.11210922041947,0.192956074396518,0.171230708349822,0.143094578551642,0.235338345864662,0.557657301147606,1
"64","EG.IMP.CONS.ZS",2000,0.315479319829516,0.588897660161575,0.926165245072228,0.961821250934562,0.776620877149853,0.54472046816058,0.707138579809612,0.1,0.187026168520688,0.601824645431647,0.886424743591757,0.866975770590841,0.906244696535198,0.885088307618401,0.528723771015266,0.773973525684417,0.348629021971125,0.986033761858151,0.973373013856831,0.508412918032135,0.532173394917071,1,0.79534042678058,0.876997845871212,0.741374292897722,0.988669557786438,0.778572994640692,0.510720861088009,0.750640735447216,0.878948151573288,0.921432520303504,0.592601718784796,0.979707935504069,0.954200726145542,0.926851598509489,0.825619418120947,0.836978541490307,0.630686441954065,0.79484609879401,0.849298745098131,0.677452429723899
"73","NE.EXP.GNFS.CN",2000,0.100193767930866,0.100040044182619,0.100137026790593,0.100284640233525,0.100183764265018,0.100763474831008,0.103301940755027,0.152440246824769,0.1,0.100077777750252,0.100081330437475,0.100658883908819,0.101018901663604,0.114068980684925,1,0.104386137981086,0.313070013642405,0.100493530024257,0.188528784993906,0.100665524652462,0.102678359172344,0.100165495846024,0.100803455205278,0.102523532449362,0.100312305679007,0.100047938349398,0.100018291732398,0.105077774118151,0.100050984672806,0.100005636779204,0.100017321094947,0.100396873226148,0.449505743148564,0.100283144564847,0.100044582099861,0.101637023409416,0.105185846610604,0.100436521721273,0.101722967464818,0.100158535008739,0.101259613607084
"75","NE.EXP.GNFS.ZS",2000,0.186105599545157,0.117860610133591,0.380175137688143,0.616884108245997,0.111389241619457,0.387170444965145,0.19817095053837,0.1578139653021,0.289234243259059,0.160132145605196,0.369513690315077,0.260598737095947,0.27885978703863,0.570764065381479,0.360971923686348,0.134160972455063,0.202818701599442,0.236545796473712,0.113622052668059,1,0.234754212121248,0.245946507039777,0.127046280446496,0.380158482246919,0.249196222913164,0.25743446777871,0.203806248735796,0.385964292764285,0.1,0.435207070674362,0.460095348747963,0.226628486544257,0.303919636281039,0.260342450165756,0.189963477001219,0.379463291233563,0.554408759831256,0.236472932896766,0.115480655017946,0.517580900392038,0.228723126098694
"78","NE.EXP.GNFS.CD",2000,0.165799553065823,0.12515529498176,0.169759853352658,0.240633109115934,0.154363975904527,0.370002136076966,0.307430984857518,0.112563918844609,0.104341291756744,0.112792200495186,0.143018509195645,0.420317744811015,0.593172126549185,0.12543916847902,0.1550571834607,0.149517744131409,0.118831449241083,0.340926817269321,0.526591533410777,0.191819371056744,0.247262176921554,0.10805513395374,0.107670095119915,0.129297720524529,0.137971194406254,0.126986053399497,0.106111132856671,0.193511922232815,0.1,0.107860742598615,0.112285871204578,0.129928971022993,0.260155549231902,0.239914997630773,0.144306174055995,0.192911486112094,0.166831351762406,0.450169423972427,1,0.115541377898403,0.10229193045693
"79","NE.CON.TOTL.KD.ZG",2000,0.41353773429974,0.1,0.299405626926781,0.324172487177719,0.350305666426539,0.410764788832875,1,0.233259015522105,0.227665532730175,0.483926298723102,0.265511116165145,0.354584718566026,0.250277485157151,0.375718477341668,0.279718971108537,0.35410794349347,0.898875259365048,0.333830546391228,0.280998150338282,0.860475330650141,0.591746353522462,0.271410876132821,0.219306857813706,0.441076351735031,0.418607192268574,0.404921940454437,0.199623608887432,0.531556659283796,0.596855303320826,0.19003412531745,0.318722276100303,0.407417737562916,0.689385849364652,0.450012567383307,0.455420362590874,0.365328906732868,0.570438792111162,0.427114837712313,0.447037700741531,0.275624294519126,0.196062705967311
"80","NE.CON.TOTL.CD",2000,0.133920844845177,0.125209430167716,0.115106619321241,0.11834524943589,0.159259566956602,0.159487196747262,0.183814985755667,0.108701125426459,0.100764679002795,0.108819508088092,0.108620677687923,0.213491470443647,0.260400051003484,0.103197355241671,0.111629137210924,0.138195779767598,0.106815720554971,0.19782511541569,0.482265905255734,0.104828878856641,0.159469592800827,0.102656987221938,0.10679955432614,0.106880806054114,0.114762923910929,0.109988780877525,0.102780957404281,0.116748372887518,0.1,0.100942710174633,0.101695118556066,0.112969828263919,0.140644749542349,0.149407560423346,0.123028520931986,0.12006678019139,0.108672154614832,0.250908538646291,1,0.101954802944736,0.100412086204117
"81","NE.CON.TOTL.KN",2000,0.100128041405142,0.100057857309646,0.100030211323778,0.100037615837219,0.100342286296557,0.100167613360773,0.101570689951996,0.158234930695893,0.100000926083192,0.100261865355951,0.100017055930295,0.100218880236639,0.100306269998311,0.103042515386192,0.552216541393078,0.105078516083967,1,0.100206118826326,0.156618959580638,0.100042892514659,0.101612942355619,0.100056005504613,0.102431909596641,0.100990844481668,0.100138216816704,0.10001923724892,0.1000240574321,0.104885730019058,0.100407093695049,0.1,0.100002432788959,0.100347657922832,0.200917539557481,0.100104674180447,0.100090101670703,0.100367661246142,0.100570641549851,0.100193336347344,0.101792816298095,0.100160874233653,0.106054193648109
"82","NE.CON.TOTL.KD",2000,0.148868931578621,0.123033374211864,0.116913463575194,0.121038133242181,0.175658677163621,0.165306929945965,0.225021789461402,0.108769281153437,0.101269757757368,0.111299298603221,0.109585277477399,0.222011110867712,0.270691405941041,0.10358016935599,0.120924288583491,0.147702711230975,0.111956960691375,0.214902392321069,0.332963626368413,0.104075941508572,0.153175529955941,0.101178870983683,0.108926647478798,0.108150386420498,0.11698774660613,0.110800376732293,0.103818861121353,0.135918295478329,0.1,0.100084305010776,0.10143948532154,0.111934343540204,0.142899170022248,0.158392851609664,0.124695052334253,0.120200941220961,0.110449890907909,0.249127923891173,1,0.101373813011626,0.100279943444199
"83","NE.CON.TOTL.CN",2000,0.100464399650704,0.100211498680467,0.100135417498901,0.100165755038254,0.100936531467401,0.100760766824417,0.106042026916476,0.270205214040845,0.1,0.100268373513749,0.100074661098024,0.101057027620142,0.101496438994188,0.109557771439112,1,0.115370261433096,0.473776774441792,0.100910274627258,0.457074580775843,0.100169660440122,0.104911382988831,0.100297858872911,0.103354344793836,0.102894350181227,0.100569428917342,0.10008747666599,0.100052945931472,0.104239216840167,0.100382166142014,0.100000526503602,0.100009786624786,0.100809272670331,0.504764497457838,0.100456728088155,0.100115610981779,0.101635128345656,0.10324758403549,0.100854165747684,0.107780052796599,0.100113167080107,0.102310248645227
"92","NY.GDP.MKTP.KD",2000,0.155670481884236,0.124360721076545,0.118824911691063,0.122398536798764,0.176194772540334,0.174706123596638,0.280003055282567,0.10871856804853,0.101925655015568,0.110204685023212,0.111280620786766,0.232571633017238,0.284288163171141,0.1044289289137,0.124319184139118,0.150900521122756,0.115301478322822,0.219175435635978,0.359752432317545,0.108145672431503,0.155875862900006,0.101599026941132,0.108028764449731,0.107786796759506,0.116844273762927,0.111103733412259,0.105145550388329,0.149582863380759,0.1,0.100544039369671,0.101575564365165,0.112958297213129,0.150785815953128,0.162081645805499,0.125552444119152,0.122338537293779,0.112942746159882,0.249703098693999,1,0.103004395335492,0.100489713062126
"93","NY.GDP.MKTP.CN",2000,0.100416950242659,0.100172186624792,0.10012646799144,0.100154165695487,0.100764666244769,0.10070442082758,0.10648225619059,0.235032343744621,0.1,0.100208384910639,0.100076496447655,0.100945665237364,0.10135397885801,0.108616763038359,1,0.113845988543794,0.506724907168763,0.100792137878333,0.446723435834506,0.100218941401595,0.104322950987868,0.100255528183082,0.10273614868297,0.102382665998312,0.100472852823408,0.100071297821083,0.100040510152932,0.104719257036209,0.100269400923238,0.100000346154598,0.100008640550988,0.100670146738313,0.521985109503342,0.100407683766425,0.100099196180055,0.101547650089331,0.10327134095039,0.10070123464664,0.106626627794249,0.100102197012042,0.102096456156695
