Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Argentina,ARG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,6.12364607290179,1.95292947335189,-6.98936143884453,-1.90101341852869,-6.05540642051402,-12.3046744057822,9.63136196225732,-1.80359820004759,6.7181237957536,19.8348041125684,11.2542751785242,4.91948381540219,-8.38122529415624,10.9708751567258,7.9042454054765,-2.66890318437068,0.966808630859191,-4.45635284809352,4.0051994728682,-3.12405586269082,4.60812197972544,-6.55843441164376,-5.18460813319408,-8.10899952887443,..
Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7056.62405219523,7098.68162612232,6517.447867193,6410.96355648657,5964.88861957229,1975.75443689039,2655.2179232064,3152.31080205787,3764.72657452506,4847.64601181634,6069.71236218369,7544.22403429982,6815.12343235299,8616.89768432051,10692.0033205025,10831.5207217339,10851.0717236419,10231.5976670644,11707.8704117529,10797.5439169701,12493.7720428652,9813.55891432582,8262.87874420382,7211.95593299884,..
Argentina,ARG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,8873.38426061426,9046.67519712356,8414.37036939829,8254.41205959133,7754.57386175915,6800.3987965138,7455.36981948303,7320.90490361195,7812.73235800599,9362.37251705573,10416.0396833637,10928.4550697926,10012.5166292227,11110.9773286611,11989.2162436654,11669.2356695571,11782.0548471657,11257.0049104201,11707.8704117529,11342.1099997583,11864.7682636218,11086.6252189587,10511.8271461598,9659.4231324016,..
Argentina,ARG,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2.88547646211174,2.1434110207359,2.12353377344736,1.7575926157169,1.61216031909465,1.55019249710461,1.51674538738288,1.62930715800304,1.36228945621451,1.2732914273962,1.23865399494115,0.976046380487917,1.06217864861353,1.19064550683135,1.25043866858025,0.930824975314373,0.906492219845299,1.05036903431358,0.987528543315999,1.06450407275824,1.1059470090199,0.997860686566093,0.88134710488111,0.875916609986476,0.746858769589611
Argentina,ARG,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,0.608914674994622,8.29607710307347,2.37434949184249,-1.76587673522218,1.49112622436698,-2.65050666356152,6.7704180376591,0.38332477044824,18.7884794494551,-0.525550810177648,8.5375829282499,-2.18582133728721,-26.1014564806975,39.5239778173383,-2.42848319291828,-12.8751530933275,11.4766196176651,3.10425319146779,7.54196172215384,-4.71694335251273,3.44506458176149,-14.5815222472444,21.4353935711251,-7.6768495407559,0.74844839559762
Argentina,ARG,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,15293015300,15702922200,12638962300,13300482400,12275651800,9974343869.19277,13177395614.839,13769497386.4639,15777249624.7271,16129176942.5676,21427791191.1784,26462268578.7967,17559926036.6081,30213817111.0998,37104716624.8996,31567304377.5225,33413631489.5722,35330279234.9601,30669352553.9863,34926920030.8981,33672221280.3468,23815684360.2064,23814079619.2565,23627705246.161,34746817678.9938
Argentina,ARG,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,19566272807.7905,21189505886.1225,21692618811.4535,21309553902.6016,21627306249.139,21054073055.8567,22479521815.6923,22565691391.0902,26805441680.7326,26664565464.8078,28941074853.8233,28308474664.4282,20919550469.5432,29187788956.6123,28478968407.4165,24812257625.5612,27659866051.802,28518498326.4708,30669352553.9863,29222696567.4324,30229437336.7126,25821525206.243,31356470760.2685,28949281678.7116,29165952112.9729
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.22197210944516,5.25272256987622,4.45782610229152,4.67991094417297,4.56858960891786,10.2066467144411,10.328166939117,8.36248661002826,7.93875427420938,6.93557229126392,7.45235394606923,7.3189545972436,5.2736234689014,7.13216745078964,6.99873377022519,5.7817442068501,6.05291843670451,6.71270351428559,5.1566859021408,6.26456582010254,5.23162237725058,4.53787889681146,5.3185559967348,6.12846695022316,7.13154104672929
Argentina,ARG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.76278819859442,0.756902613749629,0.75115206706916,0.745600833691792,0.740278416295111,0.735435644920204,0.779248450892263,0.822223686509402,0.864887808835623,0.901351022147131,0.92749516120065,0.884851378076882,0.847763579193546,0.931712217671016,0.936139242669133,0.949431929263345,0.933378211728639,0.891496267825965,0.850601152750607,0.810649270040574,0.771598270679377,0.733411056044632,0.72616143738165,0.719151335232969,..
Argentina,ARG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,15.581093508096,14.5487910885033,15.5255966478411,15.2028464245659,16.1666348175043,16.0776108993997,..,12.7111336656205,12.3528111083269,12.0558343449525,11.3194164821809,11.279975705807,12.2333009201751,11.4671252619586,10.9905480068752,11.427197572302,11.4133690312264,11.5990190892728,11.2353821295379,12.6895909038092,12.7552990136388,11.734696640291,11.9875120040845,12.968996995475,..
Argentina,ARG,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,0.317312144402153,0.321416533066847,0.33729317391046,0.334313951755177,0.331198088598841,0.348576257020428,0.348055865016017,0.353539370019282,0.335380540377246,0.329346319147141,0.317559787390597,0.313463037483419,0.311943983380058,0.302530226383146,0.301472393602741,0.30687508552561,0.308574948593467,0.310223440106586,0.311980203427809,0.314504427637879,0.299470185744426,0.303369056353956,0.294163600033109,..,..
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.52133409980704,3.66155951745354,3.66981928452247,3.56803987960974,3.34200513317688,3.10069722584613,3.33506078457966,3.65617809467905,3.73657879363165,3.92381838907273,4.08289558524386,4.15233040959089,3.84840985551293,4.09968971416256,4.2809893532601,4.26422378235981,4.34211506853729,4.20909563279429,4.30191387639872,4.20184577616112,4.07130836193664,3.97577197057929,3.74065029063396,..,..
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,126120,132670,134510,132270,125260,117470.001220703,127660.003662109,141380.004882813,145990.005493164,154899.993896484,162809.997558594,167229.995727539,156570.007324219,167220.001220703,176639.999389648,177960.006713867,183250,179600.006103516,185550.003051758,183160.003662109,179320.007324219,176899.993896484,168100.006103516,..,..
Argentina,ARG,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.307688591115369,0.308199611792751,0.318928940558104,0.309108915036434,0.2994808072189,0.31035772767781,0.303896689404981,0.300614754560607,0.276503622842793,0.263401260357641,0.247291625591936,0.239507786740155,0.236829154988587,0.226954669749879,0.221557759664799,0.217104382367238,0.215685674366766,0.213835830780059,0.213970221242265,0.206907261341173,0.172534137625635,0.170702302294416,0.162613798950267,..,..
Argentina,ARG,Compensation of employees (current LCU),GC.XPN.COMP.CN,7216500000,6777300000,7158100000,7029900000,6501100000,6977800000,8702628374.31,9419941757.22,..,..,..,..,..,..,..,..,..,144827200000,196094000000,267819400000,330064800000,403685800000,552193278094.08,708116753528.19,..
Argentina,ARG,Compensation of employees (% of expense),GC.XPN.COMP.ZS,16.4121399574715,15.0147548828471,15.0785091063823,14.6946991724446,14.2387188197442,11.3447434352894,11.6703669135449,11.506017531149,..,..,..,..,..,..,..,..,..,12.8727107566052,13.1683821566656,12.4328607996944,12.7508379712161,12.067359698856,11.6233538347077,10.0711221730401,..
Argentina,ARG,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,150,150,150,150,150,..,..
Argentina,ARG,"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1200,1200,1200,1200,1200,1200,..,..
Argentina,ARG,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,22.338095336173,..,..,..,29.5752810172894,29.3321188100386,28.9695600571713,30.5905578010903,31.44235611,..,34.6782292,35.36281278,33.90985047,34.30033785,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,45.8916893005371,..,56.3756790161133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,80.8716888427734,..,89.9700927734375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..,..,..,..,11.0812501907349,..,13.6834497451782,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,34.2933502197266,..,42.1566314697266,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,461000000,498000000,571000000,708000000,672000000,941000000,1114000000,1247000000,1362000000,1728000000,1688000000,1618000000,1402000000,2220000000,2155000000,2752000000,2942000000,2719000000,2752000000,..,..,..,..,..,..
Argentina,ARG,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,49.6016487316385,53.5399664919202,63.8746318366535,59.8931503767855,50.336791877046,49.5435330894107,53.8270129305661,60.5091598861878,59.9596174081201,55.6756402698631,63.438998277708,67.6285319561857,64.3788088813064,65.6897886846076,62.7764270001158,66.0237268390512,64.0525460532938,64.2570688132501,66.935022110005,..,..,..,..,..,..
Argentina,ARG,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,73.6500015258789,74.3399963378906,75.5800018310547,76.5500030517578,77.1500015258789,78.8000030517578,76.8099975585938,75.8099975585938,75.4599990844727,75.2799987792969,74.9499969482422,74.7799987792969,75.5800018310547,75.3899993896484,75.3899993896484,75.7300033569336,75.4400024414063,75.2900009155273,76.0800018310547,76.9899978637695,77.5,77.9899978637695,78.0999984741211,..,..
Argentina,ARG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,0.800000011920929,0.759999990463257,0.740000009536743,0.670000016689301,0.829999983310699,0.980000019073486,1.39999997615814,1.5,1.27999997138977,1.04999995231628,1.12000000476837,1.20000004768372,1.23000001907349,1.26999998092651,0.639999985694885,0.620000004768372,0.620000004768372,0.550000011920929,0.259999990463257,0.129999995231628,0.0599999986588955,0.100000001490116,0.0599999986588955,..,..
Argentina,ARG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.6100001335144,4.57000017166138,4.48999977111816,4.78999996185303,4.42000007629395,3.77999997138977,3.76999998092651,4.01000022888184,3.97000002861023,4.09999990463257,4.46999979019165,4.57999992370605,4.44999980926514,4.51000022888184,4.48000001907349,3.97000002861023,3.85999989509583,3.48000001907349,3.60999989509583,3.71000003814697,3.82999992370605,3.91000008583069,3.78999996185303,..,..
Argentina,ARG,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,25.5599994659424,24.8999996185303,23.6800003051758,22.7800006866455,22.0200004577637,20.2199993133545,21.7900009155273,22.6900005340576,23.2600002288818,23.6700000762939,23.9300003051758,24.0200004577637,23.1900005340576,23.3400001525879,23.9699993133545,23.6599998474121,23.9500007629395,24.1599998474121,23.6599998474121,22.8799991607666,22.4400005340576,21.9099998474121,21.8400001525879,..,..
Argentina,ARG,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,35.0299987792969,34.9199981689453,32.810001373291,31.5799999237061,30.4099998474121,28,29.0599994659424,30.9500007629395,31.9599990844727,32.7000007629395,33.2099990844727,33.4599990844727,32.6800003051758,32.8899993896484,33.6100006103516,33.4300003051758,34.2700004577637,35,34.1399993896484,32.7999992370605,31.9799995422363,31.3099994659424,31.2000007629395,..,..
Argentina,ARG,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,11.6899995803833,10.8000001907349,10.8599996566772,10.3500003814697,10.460000038147,9.4399995803833,11.2299995422363,10.8599996566772,10.6800003051758,10.6800003051758,10.4799995422363,10.2399997711182,9.6899995803833,9.4399995803833,10.0200004577637,9.52999973297119,8.98999977111816,8.39000034332275,8.65999984741211,8.88000011444092,9.17000007629395,9.14000034332275,9.19999980926514,..,..
Argentina,ARG,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,1.1599999666214,1.13999998569489,1.10000002384186,0.980000019073486,1.22000002861023,1.35000002384186,1.69000005722046,1.86000001430511,1.6599999666214,1.44000005722046,1.61000001430511,1.76999998092651,1.82000005245209,1.87999999523163,0.879999995231628,0.839999973773956,0.889999985694885,0.819999992847443,0.389999985694885,0.189999997615814,0.0900000035762787,0.119999997317791,0.0799999982118607,..,..
Argentina,ARG,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,0.259999990463257,0.230000004172325,0.239999994635582,0.239999994635582,0.300000011920929,0.469999998807907,0.980000019073486,0.970000028610229,0.730000019073486,0.490000009536743,0.419999986886978,0.349999994039536,0.400000005960464,0.379999995231628,0.28999999165535,0.28999999165535,0.230000004172325,0.159999996423721,0.0700000002980232,0.0299999993294477,0.0199999995529652,0.0599999986588955,0.0299999993294477,..,..
Argentina,ARG,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,88.0500030517578,88.9700012207031,88.9000015258789,89.4100036621094,89.2399978637695,90.0899963378906,87.7900009155273,88.1699981689453,88.5999984741211,88.8300018310547,89.0999984741211,89.4100036621094,89.9199981689453,90.1699981689453,89.6900024414063,90.1900024414063,90.7900009155273,91.4499969482422,91.2699966430664,91.0899963378906,90.8199996948242,90.8099975585938,90.7699966430664,..,..
Argentina,ARG,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,63.810001373291,63.939998626709,66.0899963378906,67.4400024414063,68.370002746582,70.6500015258789,69.25,67.1999969482422,66.379997253418,65.8600006103516,65.1800003051758,64.7699966430664,65.5100021362305,65.2300033569336,65.5199966430664,65.7300033569336,64.8399963378906,64.1800003051758,65.4700012207031,67.0100021362305,67.9300003051758,68.5699996948242,68.7300033569336,..,..
Argentina,ARG,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,42,44.2770004272461,43.0880012512207,42.2569999694824,41.0830001831055,38.5639991760254,40.2350006103516,42.2239990234375,42.5960006713867,43.7309989929199,43.9459991455078,43.5530014038086,44.1399993896484,43.476001739502,44.0419998168945,43.9799995422363,43.7680015563965,43.6139984130859,43.568000793457,43.3499984741211,43.3120002746582,44.117000579834,44.8009986877441,40.8699989318848,43.3699989318848
Argentina,ARG,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,33.5999984741211,35,35.7999992370605,37.2000007629395,35.5,37.5999984741211,41.2000007629395,42.3899993896484,42.7900009155273,43.9199981689453,43.4000015258789,43.7299995422363,44.2999992370605,43.6399993896484,44.1500015258789,44.1300010681152,43.9000015258789,43.7200012207031,..,..,43.4700012207031,44.3199996948242,44.9199981689453,41.0200004577637,45.5200004577637
Argentina,ARG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,46.2000007629395,46.7000007629395,46.7000007629395,49.5,46.4000015258789,47.5999984741211,51.9000015258789,53.5699996948242,54.4300003051758,55.5699996948242,55.7999992370605,55.689998626709,55.5299987792969,55.5400009155273,56.2999992370605,56.0099983215332,55.7099990844727,55.1199989318848,..,..,53.9000015258789,54.0999984741211,54.3499984741211,49.5999984741211,55.0800018310547
Argentina,ARG,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,59.9000015258789,59.9000015258789,59,63.5999984741211,59,59.0999984741211,64.3000030517578,66.2399978637695,67.6800003051758,68.7900009155273,69.5999984741211,69.1999969482422,68.1699981689453,68.9599990844727,69.7900009155273,69.2799987792969,68.8600006103516,67.7699966430664,..,..,65.5899963378906,65.1800003051758,64.8600006103516,59.2400016784668,65.5299987792969
Argentina,ARG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,66.0009994506836,66.9349975585938,65.4489974975586,64.7310028076172,61.8549995422363,59.1879997253418,64.2220001220703,65.9899978637695,67.3820037841797,68.515998840332,69.0429992675781,68.9380035400391,67.9309997558594,68.6969985961914,69.625,69.0670013427734,68.661003112793,67.5979995727539,66.9219970703125,66.0179977416992,65.3539962768555,64.9010009765625,64.6790008544922,59.0219993591309,65.0780029296875
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.4560012817383,55.0849990844727,53.7490005493164,52.9679985046387,50.984001159668,48.3969993591309,51.6769981384277,53.5660018920898,54.4300003051758,55.5709991455078,55.9410018920898,55.6920013427734,55.5229988098145,55.548999786377,56.2949981689453,56.0019989013672,55.7029991149902,55.1189994812012,54.7760009765625,54.2330017089844,53.898998260498,54.1049995422363,54.3569984436035,49.5999984741211,53.814998626709
Argentina,ARG,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,24.7339992523193,27.8689994812012,26.8229999542236,25.6959991455078,24.8250007629395,23.2110004425049,24.1180000305176,25.8759994506836,25.5170001983643,27.0979995727539,27.673999786377,27.2290000915527,25.7220001220703,24.9099998474121,25.0580005645752,24.2709999084473,23.7360000610352,23.4899997711182,23.2929992675781,22.867000579834,22.6590003967285,23.4619998931885,23.0459995269775,17.863000869751,20.1040000915527
Argentina,ARG,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,32.3930015563965,34.5940017700195,33.3160018920898,32.2750015258789,29.9890003204346,27.9340000152588,31.5540008544922,33.2550010681152,33.3540000915527,34.6689987182617,35.0989990234375,34.5149993896484,33.4749984741211,33.1679992675781,33.3540000915527,33.1269989013672,32.2760009765625,31.0939998626709,30.8269996643066,30.298999786377,30.0340003967285,30.0270004272461,29.0200004577637,23.003999710083,27.1399993896484
Argentina,ARG,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,40.1110000610352,41.3610000610352,39.8390007019043,38.8720016479492,35.1529998779297,32.6419982910156,38.9459991455078,40.5690002441406,41.0989990234375,42.140998840332,42.4189987182617,41.6870002746582,41.0950012207031,41.2719993591309,41.4790000915527,41.7859992980957,40.6080017089844,38.5009994506836,38.1549987792969,37.5209999084473,37.1969985961914,36.4000015258789,34.8160018920898,27.9890003204346,33.9609985351563
Argentina,ARG,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,..,..,..,..,..,..,..,26.0100002288818,25.5300006866455,27.1399993896484,..,27.1200008392334,25.5900001525879,24.8400001525879,24.9799995422363,24.2399997711182,23.5400009155273,23.3799991607666,..,..,22.7000007629395,23.5699996948242,22.8799991607666,17.9300003051758,23.1100006103516
Argentina,ARG,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,..,..,..,..,..,..,..,40.8800010681152,41.3800010681152,42.3499984741211,..,41.7999992370605,41.1199989318848,41.3199996948242,41.4300003051758,41.8600006103516,40.6599998474121,38.7799987792969,..,..,37.4300003051758,36.5999984741211,34.7799987792969,28.2299995422363,33.5099983215332
Argentina,ARG,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,..,..,..,..,..,..,..,33.4099998474121,33.4799995422363,34.7400016784668,..,34.5400009155273,33.4199981689453,33.1100006103516,33.25,33.1100006103516,32.310001373291,31.3299999237061,..,..,30.1399993896484,30.0599994659424,28.9200000762939,23.1100006103516,28.4099998474121
Argentina,ARG,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,3.69,3.59,3.99,3.97,4.04,3.68,3.58,3.44,3.42,3.35,3.26,3.18,3.3,3.31,3.4,3.36,3.41,3.32,3.31,3.35,..,..
Argentina,ARG,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-32.7760339001579,-32.9714806525567,-32.320275667854,-34.6525633697612,-45.5351093725045,-45.6221260182281,-41.4171825248214,-29.824428220494,-26.5428025479915,-18.1588190091663,-12.6699465762139,-6.23159275095422,-7.35451320564135,-1.07204129175496,3.21790919768797,6.14144796059768,12.6885776303415,13.0293607429001,..,..,..,..,..,..,..
Argentina,ARG,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,100.3411222,100.3519153,88.48804146,100,100.7668653,97.37671311,112.2432709,131.2619111,153.1870468,176.7055161,211.7565772,265.8148893,211.3515053,258.8637485,319.0884932,303.6422307,288.3835086,259.6902168,215.5726814,219.8473862,222.6339167,234.5431077,247.2039786,208.3595915,..
Argentina,ARG,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,92.05588386,101.3651952,97.23945998,100,105.8394407,106.3513813,110.0747879,111.7730996,124.6385517,130.4483309,138.0985847,137.0998542,122.1213845,138.2965141,143.9283774,133.6985017,128.8143305,118.9343425,116.4304731,124.7832044,124.4539695,123.9597683,139.1494093,120.659113,..
Argentina,ARG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,15.0142218610321,15.0988005449104,16.7436856974566,16.8328883767368,16.9923529034125,19.6771706443151,19.8373029880995,16.8763416365527,..,..,..,..,..,..,..,..,..,24.5697808575806,25.0083932347048,26.1799164832469,24.2825320419979,22.6877806247463,22.036480926619,25.8539425343283,..
